Term                           TF                            
полный                         0.0032                        
содержание                     0.0014                        
космический                    0.0018                        
течение                        0.0018                        
азимов                         0.0014                        
войти                          0.0014                        
логин                          0.0005                        
пароль                         0.0009                        
запомнить                      0.0005                        
забыть                         0.0018                        
регистрация                    0.0005                        
поиск                          0.0009                        
расширить                      0.0005                        
сочинение                      0.0009                        
краткий                        0.0014                        
произведение                   0.0023                        
характеристика                 0.0005                        
биография                      0.0009                        
критика                        0.0005                        
гдз                            0.0005                        
добавить                       0.0005                        
присылать                      0.0009                        
работа                         0.0041                        
получать                       0.0005                        
litr                           0.0005                        
ы                              0.0005                        
обменивать                     0.0005                        
майка                          0.0005                        
тетрадь                        0.0005                        
ручка                          0.0005                        
скачать                        0.0005                        
гро                            0.0023                        
посмотреть                     0.0014                        
доска                          0.0005                        
крик                           0.0009                        
сбросить                       0.0005                        
стол                           0.0023                        
светящийся                     0.0009                        
фигура                         0.0009                        
рассыпаться                    0.0005                        
земля                          0.0054                        
проклятый                      0.0005                        
болтовня                       0.0005                        
закричать                      0.0009                        
шварц                          0.0213                        
поглотить                      0.0005                        
мысль                          0.0023                        
спасение                       0.0009                        
шестьдесят                     0.0023                        
браунинг                       0.0005                        
старость                       0.0005                        
идти                           0.0045                        
хороший                        0.0023                        
ждать                          0.0023                        
впереди                        0.0009                        
сказать                        0.0014                        
жить                           0.0009                        
миллиард                       0.0005                        
человек                        0.0068                        
хватать                        0.0009                        
пища                           0.0005                        
который                        0.0032                        
означать                       0.0018                        
смерть                         0.0036                        
ум                             0.0023                        
убивать                        0.0005                        
тщательно                      0.0005                        
обдумать                       0.0005                        
хотеть                         0.005                         
умирать                        0.0005                        
необходимо                     0.0009                        
покинуть                       0.0009                        
ферма                          0.0023                        
остаться                       0.0009                        
проверка                       0.0009                        
вместе                         0.0005                        
итак                           0.0009                        
вспомнить                      0.0009                        
госпиталь                      0.0005                        
чик                            0.0054                        
заботиться                     0.0005                        
объект                         0.0005                        
научный                        0.0005                        
опыт                           0.0005                        
разговаривать                  0.0005                        
описать                        0.0009                        
симптом                        0.0005                        
прежде                         0.0018                        
сделать                        0.0041                        
рассказать                     0.0014                        
мысленный                      0.0095                        
контакт                        0.0082                        
