Term                           TF-IDF                        
шеффилд                        0.0191                        
марк                           0.0128                        
саймон                         0.0127                        
родригес                       0.0085                        
фоукс                          0.0078                        
малышок                        0.0064                        
новь                           0.0046                        
малышка                        0.0039                        
санитарный                     0.0037                        
восточный                      0.0034                        
грипп                          0.0034                        
математически                  0.0034                        
периферия                      0.0034                        
аннунчио                       0.0027                        
хребет                         0.0026                        
бюро                           0.0024                        
планета                        0.0023                        
река                           0.0022                        
доклад                         0.0022                        
профессиональный               0.0022                        
койка                          0.0022                        
мнемонист                      0.0022                        
простак                        0.002                         
капитан                        0.002                         
микроб                         0.002                         
цветной                        0.0019                        
снимок                         0.0019                        
поселение                      0.0019                        
миля                           0.0019                        
секретарь                      0.0019                        
устье                          0.0018                        
исследование                   0.0018                        
западный                       0.0018                        
мнемонический                  0.0018                        
группа                         0.0018                        
земельный                      0.0018                        
обетованный                    0.0018                        
психика                        0.0018                        
экспедиция                     0.0017                        
астрофизик                     0.0017                        
вирус                          0.0016                        
инфекция                       0.0016                        
правительство                  0.0016                        
облучить                       0.0015                        
разумный                       0.0015                        
облёт                          0.0015                        
медикамент                     0.0015                        
местонахождение                0.0015                        
ловушка                        0.0014                        
скафандр                       0.0014                        
ракета                         0.0014                        
континент                      0.0014                        
ледник                         0.0014                        
побережье                      0.0014                        
зарасти                        0.0014                        
доктор                         0.0014                        
патогенный                     0.0014                        
неспециалист                   0.0014                        
пустить                        0.0014                        
спектр                         0.0014                        
растительность                 0.0013                        
цвет                           0.0013                        
специальность                  0.0013                        
макоям                         0.0013                        
горный                         0.0013                        
лагранж                        0.0013                        
многочисленный                 0.0012                        
фолленби                       0.0012                        
побагроветь                    0.0012                        
врач                           0.0012                        
колония                        0.0012                        
сообщение                      0.0012                        
простор                        0.0012                        
отражение                      0.0012                        
центральный                    0.0011                        
оба                            0.0011                        
отступать                      0.0011                        
южный                          0.0011                        
запад                          0.0011                        
призрак                        0.0011                        
корабль                        0.0011                        
вернадский                     0.0011                        
марка                          0.0011                        
заинтересованный               0.0011                        
человеческий                   0.0011                        
наука                          0.0011                        
психология                     0.0011                        
равнина                        0.001                         
цвета                          0.001                         
фотография                     0.001                         
совещание                      0.001                         
торговля                       0.001                         
климат                         0.001                         
описание                       0.001                         
психолог                       0.001                         
поверхность                    0.0009                        
говориться                     0.0009                        
течь                           0.0009                        
дотронуться                    0.0009                        
экипаж                         0.0009                        
эпидемия                       0.0009                        
охватить                       0.0009                        
служба                         0.0009                        
обработка                      0.0009                        
изучить                        0.0009                        
доброволец                     0.0009                        
сбросить                       0.0009                        
умирать                        0.0009                        
обстановка                     0.0009                        
