Term                           TF-IDF                        
робби                          0.0496                        
глория                         0.0398                        
вестон                         0.0178                        
робот                          0.0152                        
джордж                         0.006                         
миссис                         0.0059                        
кэлвин                         0.0042                        
роботехника                    0.0036                        
сьюзен                         0.0036                        
роботс                         0.0036                        
золушка                        0.0036                        
газета                         0.0029                        
собака                         0.0029                        
грейс                          0.0028                        
визивокс                       0.0028                        
дерево                         0.0027                        
подглядывать                   0.0022                        
поляна                         0.0022                        
покатать                       0.0022                        
воскресение                    0.0022                        
самолёт                        0.0021                        
папа                           0.002                         
ружьё                          0.0019                        
заросль                        0.0019                        
лес                            0.0018                        
девочка                        0.0018                        
безмолвный                     0.0017                        
выстрел                        0.0017                        
туловище                       0.0017                        
п                              0.0016                        
машина                         0.0016                        
нянька                         0.0016                        
металлический                  0.0016                        
сказка                         0.0016                        
мама                           0.0016                        
вытянуть                       0.0015                        
трава                          0.0015                        
ужасный                        0.0015                        
закивать                       0.0015                        
тамарин                        0.0014                        
полуребёнок                    0.0014                        
пли                            0.0014                        
вальдшнеп                      0.0014                        
кашлянуть                      0.0014                        
лоуренс                        0.0014                        
альфред                        0.0014                        
лэннинга                       0.0014                        
робертсон                      0.0014                        
позитронный                    0.0014                        
надуться                       0.0014                        
пятиться                       0.0014                        
нашлёпать                      0.0014                        
прядь                          0.0014                        
щенок                          0.0014                        
кричать                        0.0013                        
записка                        0.0012                        
плакать                        0.0012                        
предприятие                    0.0012                        
ю                              0.0012                        
семинар                        0.0012                        
село                           0.0012                        
магнитофон                     0.0012                        
шея                            0.0012                        
радостно                       0.0012                        
тщетно                         0.0012                        
серебристый                    0.0012                        
потянуть                       0.0012                        
жена                           0.0012                        
август                         0.0012                        
слеза                          0.0011                        
птица                          0.0011                        
шибко                          0.0011                        
закон                          0.0011                        
фирма                          0.0011                        
необыкновенный                 0.0011                        
пресс                          0.0011                        
нечестно                       0.0011                        
обогнать                       0.0011                        
полукруг                       0.0011                        
муж                            0.0011                        
супруг                         0.0011                        
мариона                        0.001                         
