Term                           TF-IDF                        
пван                           0.015                         
тамарин                        0.0145                        
варенька                       0.0138                        
мариона                        0.0099                        
кузьмич                        0.0044                        
пвановый                       0.0044                        
отчий                          0.0038                        
пётр                           0.0033                        
доверенность                   0.0027                        
петрович                       0.0026                        
письмо                         0.0025                        
островский                     0.0024                        
выходка                        0.0023                        
хорошенький                    0.0023                        
общество                       0.0021                        
пмшина                         0.002                         
неизвинительный                0.002                         
володя                         0.002                         
тарараевский                   0.002                         
п                              0.002                         
совестно                       0.002                         
ложный                         0.0019                        
уехать                         0.0018                        
ха                             0.0018                        
матушка                        0.0018                        
женщина                        0.0018                        
придумывать                    0.0017                        
слуга                          0.0017                        
юридический                    0.0016                        
высказать                      0.0016                        
скука                          0.0015                        
утешаться                      0.0015                        
тихий                          0.0015                        
мстительный                    0.0015                        
муравейник                     0.0015                        
зарумяниться                   0.0015                        
нерешимость                    0.0015                        
вчера                          0.0014                        
пвановое                       0.0014                        
довольный                      0.0014                        
князь                          0.0014                        
укусить                        0.0014                        
поехать                        0.0014                        
вчерашний                      0.0014                        
затеваться                     0.0014                        
надобный                       0.0014                        
охота                          0.0014                        
мстить                         0.0014                        
шутка                          0.0014                        
повертеть                      0.0014                        
искренний                      0.0014                        
одарённый                      0.0014                        
румянец                        0.0014                        
неспокойный                    0.0014                        
ехать                          0.0014                        
заманчивый                     0.0014                        
муха                           0.0013                        
самолюбие                      0.0013                        
сердиться                      0.0013                        
прельщать                      0.0013                        
полюбить                       0.0013                        
склонность                     0.0013                        
достаться                      0.0012                        
замуж                          0.0012                        
поверьте                       0.0012                        
мнение                         0.0012                        
одушевлённый                   0.0012                        
баронесса                      0.0012                        
недостаток                     0.0012                        
иванов                         0.0011                        
прежний                        0.0011                        
пванов                         0.0011                        
любезный                       0.0011                        
приписывать                    0.0011                        
писать                         0.0011                        
любовь                         0.0011                        
дума                           0.0011                        
тревожить                      0.0011                        
дружба                         0.0011                        
воротиться                     0.0011                        
выезжать                       0.0011                        
семейство                      0.0011                        
кланяться                      0.001                         
представляться                 0.001                         
скучно                         0.001                         
невольный                      0.001                         
мгновенно                      0.001                         
приготовить                    0.001                         
поступок                       0.001                         
эгоист                         0.001                         
положим                        0.001                         
написать                       0.001                         
смущать                        0.001                         
бог                            0.001                         
выставить                      0.001                         
чувство                        0.001                         
сладко                         0.001                         
любим                          0.001                         
честной                        0.001                         
мило                           0.001                         
сближение                      0.001                         
привязанность                  0.001                         
вещь                           0.0009                        
верно                          0.0009                        
признаться                     0.0009                        
барыня                         0.0009                        
страдать                       0.0009                        
шутить                         0.0009                        
беспокойный                    0.0009                        
добрый                         0.0009                        
представиться                  0.0009                        
ухаживать                      0.0009                        
роман                          0.0009                        
подать                         0.0009                        
сердитый                       0.0009                        
самолюбивый                    0.0009                        
оригинальный                   0.0009                        
страдание                      0.0009                        
общественный                   0.0009                        
уважать                        0.0009                        
искренне                       0.0009                        
недоверие                      0.0009                        
невольно                       0.0009                        
задумчивый                     0.0009                        
предвидеть                     0.0009                        
свеча                          0.0009                        
оборот                         0.0009                        
назначение                     0.0009                        
подавать                       0.0008                        
скромный                       0.0008                        
расположение                   0.0008                        
обыкновенно                    0.0008                        
поза                           0.0008                        
светский                       0.0008                        
переменить                     0.0008                        
туалет                         0.0008                        
удовольствие                   0.0008                        
о                              0.0008                        
тяжело                         0.0008                        
обязать                        0.0008                        
благородный                    0.0008                        
рассеянно                      0.0008                        
бледный                        0.0008                        
откровенный                    0.0008                        
надолго                        0.0008                        
бегать                         0.0008                        
авдеев                         0.0007                        
вместо                         0.0007                        
приятель                       0.0007                        
объесться                      0.0007                        
вечер                          0.0007                        
идиллия                        0.0007                        
подтрунить                     0.0007                        
любезничать                    0.0007                        
любезник                       0.0007                        
встрепать                      0.0007                        
влюбить                        0.0007                        
клеветать                      0.0007                        
насказать                      0.0007                        
знакомый                       0.0007                        
бряк                           0.0007                        
тёща                           0.0007                        
свояченица                     0.0007                        
вооружить                      0.0007                        
справедливость                 0.0007                        
непременно                     0.0007                        
рецепт                         0.0007                        
белиберда                      0.0007                        
горесть                        0.0007                        
слух                           0.0007                        
совестливость                  0.0007                        
душа                           0.0007                        
повредить                      0.0007                        
праздный                       0.0007                        
впутать                        0.0007                        
болтовня                       0.0007                        
нравиться                      0.0007                        
предположение                  0.0007                        
решиться                       0.0007                        
дипломатия                     0.0007                        
неуспех                        0.0007                        
час                            0.0007                        
апатический                    0.0007                        
переходящий                    0.0007                        
бледность                      0.0007                        
застращать                     0.0007                        
немилость                      0.0007                        
нападки                        0.0007                        
ошибочно                       0.0007                        
оскорбляться                   0.0007                        
удостаивать                    0.0007                        
злой                           0.0007                        
мечтательница                  0.0007                        
задеть                         0.0007                        
перетревожиться                0.0007                        
приписать                      0.0007                        
вестовщик                      0.0007                        
viii                           0.0007                        
запутанность                   0.0007                        
воображение                    0.0007                        
стратег                        0.0007                        
писатель                       0.0007                        
том                            0.0007                        
заглавие                       0.0007                        
проситель                      0.0007                        
пзволили                       0.0007                        
распечатать                    0.0007                        
почерк                         0.0007                        
бескорыстный                   0.0007                        
прошлое                        0.0007                        
настроить                      0.0007                        
любя                           0.0007                        
уф                             0.0007                        
отжить                         0.0007                        
вышивать                       0.0007                        
разгул                         0.0007                        
самолюбец                      0.0007                        
ослепление                     0.0007                        
отпадать                       0.0007                        
болезненность                  0.0007                        
неестественность               0.0007                        
лесть                          0.0007                        
стынуть                        0.0007                        
пообедать                      0.0007                        
сбегать                        0.0007                        
спешность                      0.0007                        
исповедь                       0.0007                        
недостаточно                   0.0007                        
вздорный                       0.0007                        
опора                          0.0007                        
произвол                       0.0007                        
целебный                       0.0007                        
тёплый                         0.0007                        
задушевность                   0.0007                        
прочувствовать                 0.0007                        
несвойственный                 0.0007                        
тоскливый                      0.0007                        
грустно                        0.0007                        
лишение                        0.0007                        
красноречивый                  0.0007                        
неконченый                     0.0007                        
нагорелый                      0.0007                        
горничная                      0.0007                        
ix                             0.0007                        
крепчать                       0.0007                        
перерождаться                  0.0007                        
прибивать                      0.0007                        
быстрина                       0.0007                        
рогатый                        0.0007                        
силлогизм                      0.0007                        
польза                         0.0007                        
недолго                        0.0007                        
нежный                         0.0007                        
нетрудный                      0.0007                        
отзвук                         0.0007                        
видный                         0.0007                        
житейский                      0.0007                        
показываться                   0.0007                        
налагать                       0.0007                        
пенять                         0.0007                        
уморительный                   0.0006                        
закусывать                     0.0006                        
зельцерский                    0.0006                        
выйти                          0.0006                        
