Term                           TF                            
полный                         0.0027                        
содержание                     0.0013                        
космический                    0.0018                        
течение                        0.0027                        
азимов                         0.0013                        
войти                          0.0013                        
логин                          0.0004                        
пароль                         0.0009                        
запомнить                      0.0004                        
забыть                         0.0009                        
регистрация                    0.0004                        
поиск                          0.0009                        
расширить                      0.0004                        
сочинение                      0.0009                        
краткий                        0.0009                        
произведение                   0.0018                        
характеристика                 0.0004                        
биография                      0.0009                        
критика                        0.0004                        
гдз                            0.0004                        
добавить                       0.0022                        
присылать                      0.0004                        
работа                         0.0022                        
получать                       0.0004                        
litr                           0.0004                        
ы                              0.0004                        
обменивать                     0.0004                        
майка                          0.0004                        
тетрадь                        0.0004                        
ручка                          0.0004                        
скачать                        0.0004                        
упоминать                      0.0004                        
землянин                       0.0049                        
помнить                        0.0004                        
физик                          0.0022                        
шект                           0.0253                        
случайно                       0.0004                        
афрет                          0.0004                        
слышать                        0.0022                        
пытаться                       0.0009                        
вспомнить                      0.0009                        
удаться                        0.0013                        
работать                       0.0009                        
институт                       0.0009                        
ядерный                        0.0004                        
физика                         0.0009                        
называться                     0.0004                        
место                          0.0013                        
чик                            0.0044                        
физический                     0.0009                        
обозрение                      0.0009                        
статья                         0.0022                        
заметить                       0.0013                        
просматривать                  0.0004                        
относиться                     0.0004                        
земля                          0.0093                        
галактический                  0.0013                        
периодика                      0.0004                        
редкий                         0.0004                        
короче                         0.0009                        
говорить                       0.004                         
изобрести                      0.0004                        
нечто                          0.0004                        
назвать                        0.0009                        
синапсайфер                    0.0062                        
должный                        0.0035                        
улучшать                       0.0004                        
умственный                     0.0013                        
способность                    0.0013                        
млекопитающее                  0.0004                        
резко                          0.0004                        
проговорить                    0.0031                        
энус                           0.0102                        
мочь                           0.0062                        
найти                          0.0009                        
заметка                        0.0004                        
интересный                     0.0004                        
претендовать                   0.0004                        
понимание                      0.0004                        
математический                 0.0004                        
обоснование                    0.0004                        
аппарат                        0.0004                        
испытанный                     0.0004                        
земной                         0.0013                        
животное                       0.0018                        
называть                       0.0027                        
крыса                          0.0018                        
учить                          0.0004                        
находить                       0.0009                        
правильный                     0.0004                        
путь                           0.0004                        
пища                           0.0004                        
лабиринт                       0.0004                        
контрольный                    0.0004                        
обычный                        0.0009                        
задача                         0.0004                        
уходить                        0.0004                        
втрое                          0.0004                        
понимать                       0.004                         
полковник                      0.0004                        
доктор                         0.0035                        
безразличный                   0.0004                        
ответить                       0.0022                        
военный                        0.0004                        
объяснить                      0.0009                        
твёрдо                         0.0009                        
уверенный                      0.0009                        
любой                          0.0031                        
учёный                         0.0013                        
способный                      0.0013                        
проделать                      0.0004                        
пусть                          0.0009                        
ничуть                         0.0009                        
развитие                       0.0004                        
извинить                       0.0013                        
вмешаться                      0.0009                        
хотеть                         0.0084                        
вернуться                      0.0013                        
проводить                      0.0009                        
эксперимент                    0.0031                        
человек                        0.0067                        
вряд                           0.0013                        
улыбнуться                     0.0027                        
авардан                        0.0004                        
десятый                        0.0004                        
погибать                       0.0004                        
решиться                       0.0009                        
экспериментировать             0.0004                        
получение                      0.0004                        
хороший                        0.0022                        
результат                      0.0018                        
нахмуриться                    0.0022                        
откинуться                     0.0004                        
свой                           0.0022                        
кресло                         0.0004                        
отзываться                     0.0004                        
наступление                    0.0004                        
полуночь                       0.0004                        
наместник                      0.0049                        
предупредить                   0.0004                        
жена                           0.0004                        
личный                         0.0004                        
глайдер                        0.0004                        
отбыть                         0.0004                        
плохой                         0.0018                        
расположение                   0.0013                        
дух                            0.0004                        
чувство                        0.0009                        
гнетущий                       0.0004                        
беспокойство                   0.0009                        
вечером                        0.0004                        
арбина                         0.0115                        
марена                         0.0004                        
привезти                       0.0004                        
джозеф                         0.0004                        
шварц                          0.0013                        
доброволец                     0.0067                        
время                          0.0004                        
час                            0.0013                        
разговаривать                  0.0013                        
великий                        0.0013                        
дорога                         0.0009                        
чувствовать                    0.0027                        
беспокойно                     0.0009                        
попасть                        0.0018                        
ловушка                        0.0009                        
один                           0.0004                        
самый                          0.0013                        
больший                        0.0004                        
город                          0.0013                        
проживать                      0.0004                        
пятьдесят                      0.0013                        
житель                         0.0009                        
находиться                     0.0018                        
представительство              0.0004                        
империя                        0.004                         
видеть                         0.0013                        
прилететь                      0.0004                        
планета                        0.004                         
дело                           0.0031                        
оглядываться                   0.0004                        
страх                          0.0004                        
подобный                       0.0018                        
случай                         0.0031                        
представиться                  0.0004                        
смочь                          0.0009                        
собираться                     0.0009                        
отличить                       0.0004                        
чужак                          0.0009                        
попасться                      0.0004                        
глаз                           0.0027                        
существо                       0.0013                        
отличие                        0.0004                        
несомненно                     0.0004                        
входить                        0.0004                        
оглянуться                     0.0004                        
автомобиль                     0.0004                        
припарковать                   0.0004                        
свободный                      0.0009                        
талон                          0.0004                        
обеспечивать                   0.0004                        
шестичасовой                   0.0004                        
стоянка                        0.0004                        
пугать                         0.0004                        
буквально                      0.0004                        
воздух                         0.0004                        
казаться                       0.0027                        
ухо                            0.0004                        
странный                       0.0004                        
выкинуть                       0.0004                        
энергично                      0.0004                        
кивнуть                        0.0018                        
знак                           0.0004                        
согласие                       0.0013                        
понять                         0.0013                        
дать                           0.0027                        
гро                            0.0009                        
уговорить                      0.0004                        
безумие                        0.0004                        
мучить                         0.0004                        
вопрос                         0.004                         
дверь                          0.0013                        
открыться                      0.0013                        
раздаться                      0.0004                        
голос                          0.0027                        
вывести                        0.0013                        
задумчивость                   0.0004                        
чувствоваться                  0.0004                        
нетерпение                     0.0009                        
возможно                       0.0009                        
прийтись                       0.0013                        
повторить                      0.0009                        
нужный                         0.0013                        
который                        0.004                         
поговорить                     0.0013                        
относительно                   0.0013                        
хрипло                         0.0004                        
швейцар                        0.0013                        
изучающе                       0.0004                        
посмотреть                     0.0018                        
расписаться                    0.0009                        
убрать                         0.0009                        
рука                           0.0053                        
спина                          0.0004                        
поспешно                       0.0018                        
вылететь                       0.0004                        
голова                         0.0022                        
сделать                        0.004                         
книга                          0.0004                        
посетитель                     0.0004                        
слышаться                      0.0004                        
железный                       0.0004                        
нотка                          0.0004                        
таков                          0.0009                        
правило                        0.0004                        
слово                          0.0031                        
повернуться                    0.0018                        
направиться                    0.0004                        
прочь                          0.0004                        
появиться                      0.0013                        
девушка                        0.0018                        
белый                          0.0004                        
рабочий                        0.0004                        
халат                          0.0004                        
мисс                           0.0009                        
обратиться                     0.0022                        
имя                            0.0009                        
правда                         0.0004                        
ваш                            0.0044                        
начальник                      0.0004                        
сухо                           0.0004                        
вовсе                          0.0013                        
обескуражить                   0.0004                        
ответ                          0.0009                        
пойти                          0.0004                        
замирать                       0.0004                        
сердце                         0.0004                        
последовать                    0.0004                        
небольшой                      0.0004                        
приёмный                       0.0004                        
полчаса                        0.0004                        
принять                        0.0004                        
мягко                          0.0022                        
выйти                          0.0009                        
остаться                       0.0018                        
словно                         0.0013                        
запереть                       0.0004                        
четыре                         0.0009                        
стена                          0.0009                        
старый                         0.0035                        
жизнь                          0.0018                        
ожидание                       0.0009                        
столь                          0.0022                        
долгий                         0.0018                        
светлость                      0.0018                        
встретиться                    0.0004                        
шектом                         0.0009                        
особый                         0.0004                        
беседа                         0.0004                        
испытывать                     0.0009                        
заметный                       0.0009                        
возбуждение                    0.0004                        
пребывать                      0.0004                        
качество                       0.0013                        
посещение                      0.0004                        
оставаться                     0.0009                        
событие                        0.0009                        
представитель                  0.0004                        
далёкий                        0.0004                        
император                      0.0013                        
официально                     0.0009                        
занимать                       0.0004                        
положение                      0.0018                        
равный                         0.0004                        
управлять                      0.0004                        
гигантский                     0.0018                        
насчитывать                    0.0004                        
сотня                          0.0009                        
кубический                     0.0004                        
парсек                         0.0004                        
сектор                         0.0004                        
галактика                      0.0031                        
действительность               0.0009                        
немногое                       0.0004                        
отличаться                     0.0009                        
ссылка                         0.0004                        
заключить                      0.0009                        
стерильный                     0.0004                        
пустота                        0.0009                        
гималаи                        0.0004                        
окружить                       0.0004                        
население                      0.0004                        
ненавидеть                     0.0004                        
представлять                   0.0009                        
бегство                        0.0004                        
становиться                    0.0004                        
путешествие                    0.0009                        
краткосрочный                  0.0004                        
поскольку                      0.0018                        
вынудить                       0.0004                        
постоянно                      0.0009                        
снимать                        0.0004                        
ночь                           0.0009                        
носить                         0.0013                        
пропитать                      0.0004                        
свинец                         0.0004                        
одежда                         0.0009                        
принимать                      0.0009                        
метаболин                      0.0013                        
горько                         0.0004                        
жаловаться                     0.0009                        
разглядывать                   0.0004                        
таблетка                       0.0022                        
держать                        0.0004                        
наверно                        0.0004                        
настоящий                      0.0013                        
символ                         0.0004                        
означать                       0.0009                        
усиливать                      0.0004                        
обменный                       0.0004                        
процесс                        0.0009                        
сидеть                         0.0013                        
радиоактивный                  0.0022                        
облако                         0.0004                        
замечать                       0.0004                        
слушать                        0.0004                        
лёгкий                         0.0009                        
усмешка                        0.0004                        
производить                    0.0004                        
впечатление                    0.0013                        
близорукий                     0.0004                        
очки                           0.0004                        
выработаться                   0.0004                        
привычка                       0.0004                        
рассматривать                  0.0004                        
вещь                           0.0004                        
вблизи                         0.0004                        
взвешивать                     0.0004                        
осторожно                      0.0009                        
факт                           0.0009                        
прежде                         0.0004                        
высокий                        0.0018                        
пожилой                        0.0004                        
мужчина                        0.0013                        
худощавый                      0.0004                        
сутулый                        0.0004                        
широкий                        0.0004                        
начитанность                   0.0004                        
культура                       0.0004                        
делать                         0.0018                        
тот                            0.0004                        
абсолютный                     0.0004                        
враждебность                   0.0004                        
подозрительность               0.0004                        
средний                        0.0004                        
такой                          0.0013                        
космополит                     0.0004                        
абсолютно                      0.0004                        
нуждаться                      0.0004                        
предрассудок                   0.0009                        
знать                          0.0044                        
отрицать                       0.0004                        
метаболизм                     0.0004                        
выше                           0.0004                        
мой                            0.0022                        
имперский                      0.0004                        
отличный                       0.0004                        
сущность                       0.0004                        
приходить                      0.0009                        
сюда                           0.0018                        
посланник                      0.0004                        
антиземлянин                   0.0004                        
серьёзно                       0.0013                        
яростный                       0.0004                        
мазохизм                       0.0004                        
держаться                      0.0004                        
бессмысленный                  0.0004                        
традиция                       0.0004                        
проходить                      0.0004                        
день                           0.0022                        
к                              0.0009                        
явиться                        0.0009                        
делегация                      0.0004                        
правитель                      0.0004                        
требование                     0.0004                        
смертный                       0.0004                        
казнь                          0.0004                        
несчастный                     0.0004                        
единственный                   0.0009                        
преступление                   0.0004                        
побывать                       0.0009                        
запретный                      0.0004                        
зона                           0.0004                        
спрятаться                     0.0004                        
шестьдесят                     0.0013                        
съесть                         0.0004                        
положить                       0.0009                        
готовность                     0.0009                        
подписывать                    0.0004                        
приговор                       0.0004                        
идеалистический                0.0004                        
отвращение                     0.0004                        
видно                          0.0013                        
иметь                          0.0049                        
слабый                         0.0004                        
сопротивляемость               0.0004                        
клясться                       0.0004                        
звезда                         0.0009                        
бороться                       0.0004                        
требовать                      0.0013                        
часть                          0.0009                        
жить                           0.0013                        
местный                        0.0004                        
закон                          0.0009                        
мудро                          0.0004                        
правильно                      0.0004                        
лишать                         0.0004                        
поддержка                      0.0004                        
глупец                         0.0004                        
готовый                        0.0009                        
восстать                       0.0004                        
первый                         0.0013                        
подходящий                     0.0004                        
стоить                         0.0004                        
возразить                      0.0004                        
совет                          0.004                         
сенат                          0.0004                        
палата                         0.0004                        
смерть                         0.0018                        
крик                           0.0004                        
дикий                          0.0013                        
вой                            0.0004                        
подниматься                    0.0004                        
минута                         0.0018                        
какой                          0.0004                        
обвинение                      0.0004                        
сыпаться                       0.0004                        
адрес                          0.0004                        
провести                       0.0004                        
среди                          0.0009                        
полчище                        0.0004                        
дьявол                         0.0004                        
вздохнуть                      0.0009                        
почесать                       0.0004                        
затылок                        0.0004                        
остальной                      0.0004                        
подозревать                    0.0013                        
наш                            0.0009                        
существование                  0.0004                        
галька                         0.0004                        
