Term                           TF-IDF                        
аратапа                        0.0148                        
автарх                         0.0137                        
джилберт                       0.0135                        
байрон                         0.0114                        
майор                          0.0101                        
артемида                       0.0095                        
хенрик                         0.0091                        
лингана                        0.0089                        
андрос                         0.0072                        
ризетта                        0.0067                        
люк                            0.0049                        
туманность                     0.0048                        
беспощадность                  0.0039                        
прыжок                         0.0037                        
лоцман                         0.0036                        
лошадиный                      0.0035                        
приземляться                   0.0031                        
смотровой                      0.003                         
хлорид                         0.0028                        
высаживаться                   0.0027                        
представитель                  0.0026                        
воротничок                     0.0025                        
массометр                      0.0025                        
восхитительный                 0.0025                        
газ                            0.0025                        
радиосвязь                     0.0025                        
корабль                        0.0024                        
углекислый                     0.0024                        
радиосигнал                    0.0024                        
рубка                          0.0023                        
джоунтить                      0.0023                        
родий                          0.0023                        
тиранийский                    0.0021                        
правитель                      0.0021                        
джил                           0.0021                        
скала                          0.0021                        
статистика                     0.002                         
вайдемос                       0.0019                        
конспирация                    0.0018                        
враг                           0.0018                        
приказывать                    0.0018                        
остановка                      0.0018                        
разжаловать                    0.0018                        
гораций                        0.0018                        
хедда                          0.0018                        
тирания                        0.0017                        
военный                        0.0017                        
планета                        0.0017                        
заговор                        0.0017                        
звезда                         0.0016                        
судно                          0.0016                        
хенриадов                      0.0015                        
арт                            0.0015                        
чемоданчик                     0.0015                        
пересечь                       0.0014                        
народ                          0.0014                        
определить                     0.0014                        
внезапно                       0.0014                        
воскликнуть                    0.0014                        
стартовать                     0.0013                        
саймокнуть                     0.0013                        
сэр                            0.0013                        
командовать                    0.0013                        
неподалёку                     0.0013                        
облизнуть                      0.0013                        
атмосфера                      0.0013                        
депрессия                      0.0013                        
фаррилла                       0.0013                        
космос                         0.0012                        
вновь                          0.0012                        
глава                          0.0012                        
экспедиция                     0.0012                        
потирать                       0.0012                        
стекло                         0.0012                        
прогулка                       0.0012                        
устанавливать                  0.0012                        
хан                            0.0011                        
планетарный                    0.0011                        
обитаемый                      0.0011                        
утомительный                   0.0011                        
спектральный                   0.0011                        
мятежный                       0.0011                        
непростой                      0.001                         
малоизвестный                  0.001                         
совершить                      0.001                         
гадость                        0.001                         
натирать                       0.001                         
полувоенный                    0.001                         
прозаически                    0.001                         
зайчик                         0.001                         
меланхолически                 0.001                         
ворчливый                      0.001                         
дочь                           0.001                         
похититель                     0.001                         
частность                      0.001                         
искусить                       0.001                         
штурм                          0.001                         
прозвенеть                     0.001                         
переминаться                   0.001                         
непосильный                    0.001                         
преданный                      0.001                         
дезинформировать               0.001                         
украсть                        0.001                         
миля                           0.001                         
трансмиттер                    0.001                         
просвечивать                   0.001                         
энергомагнетический            0.001                         
пересекаться                   0.001                         
конспиративный                 0.001                         
пустынный                      0.001                         
пролетать                      0.001                         
увлекательный                  0.001                         
многократный                   0.001                         
колокольня                     0.001                         
космогония                     0.001                         
horace                         0.001                         
head                           0.001                         
переносица                     0.001                         
причастный                     0.001                         
антитиранийский                0.001                         
унять                          0.001                         
f                              0.001                         
g                              0.001                         
индекс                         0.001                         
родия                          0.001                         
нефелосом                      0.001                         
пятый                          0.001                         
обхаживать                     0.001                         
собутыльник                    0.001                         
промычать                      0.001                         
встревоженно                   0.001                         
обрадованно                    0.001                         
респираторный                  0.001                         
влажность                      0.001                         
ёжиться                        0.001                         
экипировка                     0.001                         
скафандр                       0.001                         
прощально                      0.001                         
залечь                         0.001                         
крамольный                     0.001                         
джилла                         0.001                         
прильнуть                      0.001                         
увеличить                      0.001                         
нахваливать                    0.001                         
потеряться                     0.001                         
непокрытый                     0.001                         
следовать                      0.0009                        
посоветовать                   0.0009                        
экран                          0.0009                        
обнаруживать                   0.0009                        
расположение                   0.0009                        
глупец                         0.0009                        
открываться                    0.0009                        
одиноко                        0.0009                        
изображение                    0.0009                        
покои                          0.0008                        
господин                       0.0008                        
навигация                      0.0008                        
лучик                          0.0008                        
дыра                           0.0008                        
пята                           0.0008                        
неудобно                       0.0008                        
давний                         0.0008                        
ношение                        0.0008                        
военачальник                   0.0008                        
вырабатывать                   0.0008                        
чей                            0.0008                        
расстегнуть                    0.0008                        
задумчиво                      0.0008                        
компетентный                   0.0008                        
пораскинуть                    0.0008                        
поимка                         0.0008                        
мелодрама                      0.0008                        
примчаться                     0.0008                        
недальновидный                 0.0008                        
изобретать                     0.0008                        
нескладный                     0.0008                        
охранник                       0.0008                        
побеспокоить                   0.0008                        
