Term                           TF-IDF                        
авардан                        0.0114                        
флора                          0.0082                        
энус                           0.0078                        
шварц                          0.0066                        
шект                           0.0066                        
инсигния                       0.0054                        
землянин                       0.0047                        
восстание                      0.0045                        
шестьдесят                     0.0033                        
империя                        0.0032                        
пожилой                        0.0028                        
чик                            0.0027                        
есть                           0.0026                        
логарифм                       0.0024                        
ноль                           0.0024                        
синапсайфер                    0.0024                        
гранц                          0.0024                        
месстер                        0.0024                        
амнезия                        0.0023                        
еда                            0.0022                        
столица                        0.0021                        
вновь                          0.0021                        
фанатик                        0.0021                        
сумасшедший                    0.0021                        
самолёт                        0.0021                        
пассажир                       0.0021                        
пол                            0.002                         
археолог                       0.0019                        
проговорить                    0.0018                        
совет                          0.0018                        
наместничество                 0.0018                        
станнела                       0.0018                        
отстранить                     0.0018                        
восемьсот                      0.0018                        
вера                           0.0016                        
мужчина                        0.0015                        
сектор                         0.0015                        
император                      0.0015                        
оружие                         0.0015                        
парень                         0.0015                        
оттуда                         0.0015                        
фермер                         0.0015                        
аппендикс                      0.0015                        
пищемат                        0.0015                        
вычисление                     0.0014                        
зуб                            0.0014                        
вашен                          0.0014                        
одежда                         0.0014                        
эй                             0.0014                        
возбуждённо                    0.0013                        
сбежать                        0.0013                        
млечный                        0.0013                        
сириус                         0.0013                        
подозрение                     0.0013                        
присоединиться                 0.0013                        
институт                       0.0012                        
земля                          0.0012                        
несчастный                     0.0012                        
радиоактивный                  0.0012                        
зал                            0.0012                        
братство                       0.0012                        
нормальный                     0.0011                        
коридор                        0.0011                        
одинокий                       0.0011                        
жена                           0.0011                        
обед                           0.0011                        
иметься                        0.0011                        
оглянуться                     0.0011                        
сосед                          0.0011                        
отец                           0.0011                        
рассудок                       0.001                         
уходить                        0.001                         
гирлянда                       0.001                         
вьющийся                       0.001                         
бутон                          0.001                         
самоцвет                       0.001                         
впаять                         0.001                         
орнамент                       0.001                         
пограничный                    0.001                         
неотличимый                    0.001                         
доктрина                       0.001                         
утверждать                     0.001                         
мифический                     0.001                         
царствие                       0.001                         
первозданный                   0.001                         
равнять                        0.001                         
галактика                      0.001                         
помешанность                   0.001                         
унизительный                   0.001                         
нейрофизиолог                  0.001                         
эксперимент                    0.001                         
выборочный                     0.001                         
проверка                       0.001                         
научно                         0.001                         
датировать                     0.001                         
поскольку                      0.001                         
приказ                         0.001                         
резонный                       0.001                         
эдар                           0.001                         
сокрушать                      0.001                         
сверхъестественный             0.001                         
паниковать                     0.001                         
вмешиваться                    0.001                         
поспать                        0.001                         
опихус                         0.001                         
стартоплан                     0.001                         
эверест                        0.001                         
скоростной                     0.001                         
предрассудок                   0.001                         
многословно                    0.001                         
малозначительный               0.001                         
выслушиваться                  0.001                         
человечный                     0.001                         
вызвать                        0.001                         
облегать                       0.001                         
полувековой                    0.001                         
сорокалетие                    0.001                         
ободрить                       0.001                         
себялюбец                      0.001                         
перевозить                     0.001                         
провокатор                     0.001                         
предубеждение                  0.001                         
односторонний                  0.001                         
шофер                          0.001                         
крепить                        0.001                         
вживлять                       0.001                         
челюстной                      0.001                         
кишка                          0.001                         
дюйм                           0.001                         
планироваться                  0.001                         
неволить                       0.001                         
вымыть                         0.001                         
цифра                          0.0009                        
дворец                         0.0009                        
готовить                       0.0009                        
раса                           0.0009                        
трижды                         0.0009                        
собственно                     0.0009                        
грустный                       0.0009                        
доброволец                     0.0009                        
бюро                           0.0009                        
провинция                      0.0009                        
гарнизон                       0.0009                        
готовность                     0.0009                        
радиоактивность                0.0009                        
проникнуть                     0.0009                        
зона                           0.0009                        
обычай                         0.0009                        
завтрак                        0.0009                        
экспедиция                     0.0009                        
окружающий                     0.0009                        
жаловаться                     0.0009                        
брат                           0.0009                        
автомобиль                     0.0009                        
бедняга                        0.0009                        
мышление                       0.0009                        
ориентироваться                0.0008                        
нуждаться                      0.0008                        
мир                            0.0008                        
разрешаться                    0.0008                        
узник                          0.0008                        
память                         0.0008                        
обучать                        0.0008                        
развлекать                     0.0008                        
дополнять                      0.0008                        
дробь                          0.0008                        
представлять                   0.0008                        
самостоятельный                0.0008                        
заточить                       0.0008                        
подопытный                     0.0008                        
кролик                         0.0008                        
обслуживающий                  0.0008                        
сказочно                       0.0008                        
умело                          0.0008                        
мерцание                       0.0008                        
непроницаемый                  0.0008                        
освещаться                     0.0008                        
небосклон                      0.0008                        
заказать                       0.0008                        
провозглашать                  0.0008                        
поколебать                     0.0008                        
лишить                         0.0008                        
отрицать                       0.0008                        
устаревший                     0.0008                        
гений                          0.0008                        
удвоить                        0.0008                        
утроить                        0.0008                        
обезьяна                       0.0008                        
атаковать                      0.0008                        
сгущать                        0.0008                        
насилие                        0.0008                        
кровавый                       0.0008                        
тиран                          0.0008                        
бесценный                      0.0008                        
домысел                        0.0008                        
остановить                     0.0008                        
одобрить                       0.0008                        
раскопать                      0.0008                        
статуя                         0.0008                        
святотатство                   0.0008                        
обидчивый                      0.0008                        
бунтовщик                      0.0008                        
преемник                       0.0008                        
победить                       0.0008                        
видеться                       0.0008                        
бел                            0.0008                        
перевозка                      0.0008                        
глайдер                        0.0008                        
населять                       0.0008                        
пресловутый                    0.0008                        
нелепый                        0.0008                        
вряд                           0.0008                        
смех                           0.0008                        
педантично                     0.0008                        
исправлять                     0.0008                        
шестой                         0.0008                        
лить                           0.0008                        
проливный                      0.0008                        
чета                           0.0008                        
кивать                         0.0008                        
решительный                    0.0008                        
деться                         0.0008                        
согласие                       0.0008                        
идеализм                       0.0008                        
дипломатично                   0.0008                        
относительно                   0.0008                        
администратор                  0.0008                        
лукавый                        0.0008                        
семья                          0.0008                        
хмуро                          0.0008                        
капсула                        0.0008                        
пересесть                      0.0008                        
сомкнуться                     0.0008                        
снизойти                       0.0008                        
порождать                      0.0008                        
приземление                    0.0008                        
багаж                          0.0008                        
тронуться                      0.0008                        
входящий                       0.0008                        
заметка                        0.0008                        
подсчёт                        0.0008                        
консультироваться              0.0008                        
ископаемое                     0.0008                        
продержать                     0.0008                        
решительность                  0.0008                        
рациональный                   0.0008                        
бездействие                    0.0008                        
натолкнуться                   0.0008                        
фарфор                         0.0008                        
скрытность                     0.0008                        
активность                     0.0008                        
перекрёсток                    0.0008                        
пешеход                        0.0008                        
нелепо                         0.0008                        
тротуар                        0.0008                        
версия                         0.0008                        
нереально                      0.0008                        
поблизости                     0.0008                        
ресторан                       0.0008                        
глотать                        0.0008                        
течение                        0.0007                        
бритьё                         0.0007                        
подвергнуть                    0.0007                        
заблудиться                    0.0007                        
лёгкость                       0.0007                        
ответ                          0.0007                        
отмечать                       0.0007                        
термин                         0.0007                        
подбирать                      0.0007                        
число                          0.0007                        
плавно                         0.0007                        
знать                          0.0007                        
страх                          0.0007                        
ночью                          0.0007                        
завезти                        0.0007                        
аромат                         0.0007                        
поляризовать                   0.0007                        
фиолетовый                     0.0007                        
непередаваемый                 0.0007                        
темнота                        0.0007                        
алмазный                       0.0007                        
арктур                         0.0007                        
затеряться                     0.0007                        
накрыть                        0.0007                        
позавтракать                   0.0007                        
беспокоить                     0.0007                        
накопиться                     0.0007                        
чушь                           0.0007                        
заканчиваться                  0.0007                        
ожидать                        0.0007                        
завершиться                    0.0007                        
интеллект                      0.0007                        
выслать                        0.0007                        
наградить                      0.0007                        
навредить                      0.0007                        
лишать                         0.0007                        
кость                          0.0007                        
артефакт                       0.0007                        
соответственно                 0.0007                        
столь                          0.0007                        
статус                         0.0007                        
принадлежность                 0.0007                        
единство                       0.0007                        
город                          0.0007                        
напасть                        0.0007                        
выполнение                     0.0007                        
иллюзия                        0.0007                        
противостоять                  0.0007                        
отвести                        0.0007                        
бессонный                      0.0007                        
член                           0.0007                        
компания                       0.0007                        
антиземной                     0.0007                        
предпочитать                   0.0007                        
женатый                        0.0007                        
ноябрь                         0.0007                        
неопределённый                 0.0007                        
минутный                       0.0007                        
вычислить                      0.0007                        
продлить                       0.0007                        
пожирать                       0.0007                        
подмигнуть                     0.0007                        
девять                         0.0007                        
комбинация                     0.0007                        
кругленький                    0.0007                        
сумма                          0.0007                        
салон                          0.0007                        
яростный                       0.0007                        
ненависть                      0.0007                        
пища                           0.0007                        
разозлить                      0.0007                        
беспрецедентный                0.0007                        
медик                          0.0007                        
вернуть                        0.0007                        
поражённо                      0.0007                        
поменять                       0.0007                        
простор                        0.0007                        
осень                          0.0007                        
госпиталь                      0.0007                        
отпечаток                      0.0007                        
шов                            0.0007                        
середина                       0.0007                        
жевать                         0.0007                        
похлопывать                    0.0007                        
одеваться                      0.0006                        
страдать                       0.0006                        
операция                       0.0006                        
потерянный                     0.0006                        
улавливать                     0.0006                        
запоминать                     0.0006                        
научить                        0.0006                        
математик                      0.0006                        
неизвестность                  0.0006                        
трудно                         0.0006                        
представиться                  0.0006                        
старый                         0.0006                        
искусственный                  0.0006                        
здание                         0.0006                        
великолепие                    0.0006                        
почувствовать                  0.0006                        
мягко                          0.0006                        
некогда                        0.0006                        
произнести                     0.0006                        
приобрести                     0.0006                        
мечта                          0.0006                        
осуждать                       0.0006                        
остальной                      0.0006                        
закон                          0.0006                        
торжествовать                  0.0006                        
действие                       0.0006                        
увеличить                      0.0006                        
уровень                        0.0006                        
внешний                        0.0006                        
смерть                         0.0006                        
доказать                       0.0006                        
разрешение                     0.0006                        
власть                         0.0006                        
наверное                       0.0006                        
наивный                        0.0006                        
править                        0.0006                        
скопление                      0.0006                        
требовать                      0.0006                        
отменить                       0.0006                        
драться                        0.0006                        
откуда                         0.0006                        
двести                         0.0006                        
побуждение                     0.0006                        
заполнить                      0.0006                        
сознательно                    0.0006                        
крайний                        0.0006                        
примечательный                 0.0006                        
поездка                        0.0006                        
раскраснеться                  0.0006                        
дождь                          0.0006                        
обсуждение                     0.0006                        
завершение                     0.0006                        
паразит                        0.0006                        
окончание                      0.0006                        
свадьба                        0.0006                        
двадцатый                      0.0006                        
обнаружиться                   0.0006                        
кредит                         0.0006                        
усилиться                      0.0006                        
подозрительно                  0.0006                        
враждебность                   0.0006                        
воспринять                     0.0006                        
мысленно                       0.0006                        
нервничать                     0.0006                        
съесть                         0.0006                        
искусственно                   0.0006                        
угадать                        0.0006                        
гадать                         0.0006                        
ценный                         0.0006                        
наука                          0.0006                        
растерять                      0.0006                        
коричневый                     0.0006                        
грязный                        0.0006                        
усомниться                     0.0006                        
реальный                       0.0006                        
искажённый                     0.0006                        
голод                          0.0006                        
стол                           0.0006                        
кухня                          0.0006                        
тарелка                        0.0006                        
старательно                    0.0006                        
выговаривать                   0.0006                        
непонятно                      0.0006                        
день                           0.0005                        
доктор                         0.0005                        
обнаружить                     0.0005                        
расти                          0.0005                        
напугать                       0.0005                        
запутать                       0.0005                        
лишённый                       0.0005                        
удивлённый                     0.0005                        
прошлый                        0.0005                        
жест                           0.0005                        
кивнуть                        0.0005                        
часть                          0.0005                        
подтверждать                   0.0005                        
нарастать                      0.0005                        
закрыть                        0.0005                        
светящийся                     0.0005                        
беззвучно                      0.0005                        
ночной                         0.0005                        
наместник                      0.0005                        
выглядеть                      0.0005                        
вечерний                       0.0005                        
цвет                           0.0005                        
раскрыть                       0.0005                        
белые                          0.0005                        
наполнять                      0.0005                        
фон                            0.0005                        
звезда                         0.0005                        
любоваться                     0.0005                        
принадлежать                   0.0005                        
сияние                         0.0005                        
своеобразный                   0.0005                        
вращаться                      0.0005                        
трантор                        0.0005                        
устроиться                     0.0005                        
ложиться                       0.0005                        
теория                         0.0005                        
указывать                      0.0005                        
второй                         0.0005                        
предупреждать                  0.0005                        
разрушение                     0.0005                        
абсолютно                      0.0005                        
человек                        0.0005                        
воскликнуть                    0.0005                        
признание                      0.0005                        
отличие                        0.0005                        
уснуть                         0.0005                        
нахмуриться                    0.0005                        
машина                         0.0005                        
обработка                      0.0005                        
ясно                           0.0005                        
ох                             0.0005                        
краска                         0.0005                        
психолог                       0.0005                        
любой                          0.0005                        
связывать                      0.0005                        
известность                    0.0005                        
предотвратить                  0.0005                        
дурак                          0.0005                        
безнадёжно                     0.0005                        
намереваться                   0.0005                        
возраст                        0.0005                        
запретить                      0.0005                        
основный                       0.0005                        
смочь                          0.0005                        
