Term                           TF-IDF                        
пван                           0.009                         
почтенный                      0.007                         
дама                           0.0065                        
варенька                       0.0062                        
тамарин                        0.0059                        
раут                           0.0041                        
фёдор                          0.0033                        
фёдорович                      0.0033                        
вечер                          0.0032                        
чай                            0.0029                        
молодёжь                       0.0027                        
господин                       0.0024                        
n                              0.0024                        
хозяйка                        0.0022                        
пвановый                       0.0022                        
п                              0.0021                        
диван                          0.0021                        
дмитрий                        0.002                         
бутылка                        0.002                         
анекдот                        0.002                         
затрудняться                   0.002                         
пение                          0.002                         
приятель                       0.0019                        
шитьё                          0.0018                        
бойкий                         0.0018                        
замечтаться                    0.0018                        
мариона                        0.0018                        
задушевный                     0.0017                        
кружок                         0.0017                        
знаменитость                   0.0017                        
скука                          0.0017                        
нитка                          0.0016                        
сочувствовать                  0.0016                        
семёнович                      0.0016                        
иголка                         0.0014                        
обличать                       0.0014                        
ездить                         0.0014                        
говор                          0.0014                        
карта                          0.0014                        
замечательный                  0.0014                        
сойтись                        0.0014                        
рома                           0.0014                        
затейливый                     0.0014                        
съехаться                      0.0014                        
зрелый                         0.0014                        
наружность                     0.0013                        
весело                         0.0013                        
ба                             0.0013                        
избранный                      0.0013                        
барыня                         0.0012                        
свеча                          0.0012                        
тишина                         0.0012                        
зала                           0.0012                        
клуб                           0.0012                        
любоваться                     0.0012                        
влюбляться                     0.0012                        
беседа                         0.0012                        
почта                          0.0012                        
фортепьяно                     0.0012                        
шить                           0.0011                        
рассеянно                      0.0011                        
скучный                        0.0011                        
отправиться                    0.0011                        
посматривать                   0.0011                        
воротничок                     0.0011                        
образоваться                   0.0011                        
пмшина                         0.0011                        
разъезжаться                   0.0011                        
скучать                        0.0011                        
разнообразить                  0.0011                        
иванов                         0.001                         
сидеть                         0.001                         
дума                           0.001                         
игла                           0.001                         
пногда                         0.001                         
худощавый                      0.001                         
развитой                       0.001                         
наслаждение                    0.001                         
участие                        0.001                         
деревня                        0.001                         
выезжать                       0.001                         
самовар                        0.001                         
знакомство                     0.001                         
вскружить                      0.001                         
любитель                       0.001                         
сигара                         0.001                         
исключительный                 0.001                         
прибавить                      0.001                         
пванов                         0.001                         
играть                         0.001                         
свирепый                       0.001                         
острота                        0.001                         
фрак                           0.001                         
личность                       0.001                         
ужинать                        0.001                         
кружка                         0.001                         
уважение                       0.001                         
сергей                         0.001                         
озаботить                      0.001                         
молодой                        0.0009                        
детский                        0.0009                        
кончик                         0.0009                        
наперёд                        0.0009                        
простота                       0.0009                        
потребность                    0.0009                        
надобный                       0.0009                        
отвечать                       0.0009                        
коли                           0.0009                        
деятельность                   0.0009                        
удовлетворять                  0.0009                        
составлять                     0.0009                        
газета                         0.0009                        
комната                        0.0009                        
молния                         0.0009                        
иной                           0.0009                        
проиграть                      0.0009                        
ходить                         0.0009                        
камин                          0.0009                        
расположиться                  0.0009                        
честной                        0.0009                        
островский                     0.0009                        
нынче                          0.0009                        
mr                             0.0009                        
вследствие                     0.0009                        
водиться                       0.0009                        
противоположный                0.0009                        
занятой                        0.0008                        
бал                            0.0008                        
простой                        0.0008                        
привычка                       0.0008                        
искренний                      0.0008                        
разговор                       0.0008                        
беспокойный                    0.0008                        
довольный                      0.0008                        
потереть                       0.0008                        
угол                           0.0008                        
каменный                       0.0008                        
некоторый                      0.0008                        
ужин                           0.0008                        
отличить                       0.0008                        
сдвинуться                     0.0008                        
приехать                       0.0008                        
партия                         0.0008                        
решительно                     0.0008                        
соперник                       0.0008                        
невыгодный                     0.0008                        
петрович                       0.0008                        
гостиная                       0.0008                        
провинциальный                 0.0008                        
город                          0.0008                        
девица                         0.0008                        
рука                           0.0007                        
светский                       0.0007                        
выезд                          0.0007                        
звонко                         0.0007                        
длинный                        0.0007                        
проходить                      0.0007                        
сердце                         0.0007                        
беспрерывный                   0.0007                        
недосягаемый                   0.0007                        
похвальный                     0.0007                        
переменять                     0.0007                        
вдевать                        0.0007                        
ушко                           0.0007                        
напёрсток                      0.0007                        
стеариновый                    0.0007                        
ширканья                       0.0007                        
пмшин                          0.0007                        
статский                       0.0007                        
старообразный                  0.0007                        
несмотря                       0.0007                        
белокурый                      0.0007                        
закидываться                   0.0007                        
отталкивающий                  0.0007                        
утонченность                   0.0007                        
подкупать                      0.0007                        
обыкновенно                    0.0007                        
серьёзный                      0.0007                        
занимать                       0.0007                        
живой                          0.0007                        
пить                           0.0007                        
покуда                         0.0007                        
спознаться                     0.0007                        
неужто                         0.0007                        
душа                           0.0007                        
пзбавить                       0.0007                        
бог                            0.0007                        
зарумянить                     0.0007                        
миловидность                   0.0007                        
беспритязательный              0.0007                        
естественность                 0.0007                        
зажурчать                      0.0007                        
чайник                         0.0007                        
задымиться                     0.0007                        
почуять                        0.0007                        
закурить                       0.0007                        
недостать                      0.0007                        
представительница              0.0007                        
защемить                       0.0007                        
жила                           0.0007                        
столкновение                   0.0007                        
накипь                         0.0007                        
даль                           0.0007                        
ясный                          0.0007                        
бегать                         0.0007                        
крайность                      0.0007                        
оцепить                        0.0007                        
неподрезанный                  0.0007                        
прогудеть                      0.0007                        
телега                         0.0007                        
славно                         0.0007                        
прибавляться                   0.0007                        
пытать                         0.0007                        
безучастный                    0.0007                        
предсонный                     0.0007                        
отрывчато                      0.0007                        
несказанный                    0.0007                        
освежительный                  0.0007                        
удерживать                     0.0007                        
симпатический                  0.0007                        
гость                          0.0007                        
поражающий                     0.0007                        
парализировать                 0.0007                        
недолго                        0.0007                        
выказываться                   0.0007                        
кочка                          0.0007                        
прорезывать                    0.0007                        
пролётка                       0.0007                        
лазаронить                     0.0007                        
портик                         0.0007                        
венеция                        0.0007                        
причём                         0.0007                        
калоша                         0.0007                        
группа                         0.0007                        
поклониться                    0.0007                        
отворачивать                   0.0007                        
малознакомый                   0.0007                        
всклокочить                    0.0007                        
жалобный                       0.0007                        
разбег                         0.0007                        
роберов                        0.0007                        
портмоне                       0.0007                        
нешто                          0.0007                        
депозиткать                    0.0007                        
инвит                          0.0007                        
сюркуп                         0.0007                        
промирить                      0.0007                        
импас                          0.0007                        
бубна                          0.0007                        
